Artist Name,Album Image,Album URL
STRAIGHTENER,https://i.scdn.co/image/ab67616d00001e022ed9f6c6883a8344668b546e,https://open.spotify.com/album/6F6vmrK7r3GFiiBLqGil9U
マキシマムザホルモン,,
RCサクセション,https://i.scdn.co/image/ab67616d00001e02d53122718b9ccaf646fe3625,https://open.spotify.com/album/06F8dvYCGnFljtCiKDWJdY
ラッシュ,https://i.scdn.co/image/ab67616d00001e029b63955124485da7c21cb179,https://open.spotify.com/album/5nZ5I0gA3x6KEkIpHQWw4l
アイアン・メイデン,https://i.scdn.co/image/ab67616d00001e029dded020fbe39dc9c3d3122f,https://open.spotify.com/album/3TymcPWXqsCRA5oSL0TkPU
ピンク・フロイド,https://i.scdn.co/image/ab67616d00001e0294731b7663cb4ba416da64a2,https://open.spotify.com/album/6SDPwUC74HcxwB84kPs4pM
にゃんごスター,,
大塚愛,https://i.scdn.co/image/ab67616d00001e02fccb687916603884540ef56d,https://open.spotify.com/album/2ihGCQ3UJZ6hkf0KPJ27XO
GRiP,https://i.scdn.co/image/ab67616d00001e025ed69bba3e1085a9bc00f365,https://open.spotify.com/album/0ji6GzMBQUFZhVZHucPAuO
シュガー・ベイブ,,
T-SQUARE,https://i.scdn.co/image/ab67616d00001e028c498d393f5140d98aaf3bbb,https://open.spotify.com/album/6neVlM3tiOvhfh5TNIBoVi
THE ALFEE,https://i.scdn.co/image/ab67616d00001e029b16d09209c80bab665e788f,https://open.spotify.com/album/3qLCcHe7lTSLlIYTpnbGhn
東京事変,https://i.scdn.co/image/ab67616d00001e02905db1b06f8176fd376fd55e,https://open.spotify.com/album/2jYrSjiB2tmFZ8jKZLuhrp
MR. BIG,https://i.scdn.co/image/ab67616d00001e025229680daa38abc1e96bf193,https://open.spotify.com/album/31oHb0EL7UmNW8lfGtMtDo
キングクリムゾン,,
バディリッチ,https://i.scdn.co/image/ab67616d00001e02c44a3ba84e376fe8d59914a9,https://open.spotify.com/album/6D6GnPXbgpR8wbVIfGc3Ch
ハナ肇とクレージーキャッツ,,
ティン・パン・アレー,,
NORTHERN BRIGHT,https://i.scdn.co/image/ab67616d00001e02a05c041313c0d5e41f5dfdd8,https://open.spotify.com/album/0pdkA67gu0sxfikTg4dxeU
ナニワエキスプレス,https://i.scdn.co/image/ab67616d00001e027d5a1b326ca4954f0b83e148,https://open.spotify.com/album/5pJLU8fShulLxXh2UxUIz6
ダーケイン,https://i.scdn.co/image/ab67616d00001e021e905be4cb9391530b4fe918,https://open.spotify.com/album/2c5Q5jTJchAboCJ5iv859u
キッス,,
ペイン,,
モービッド・エンジェル,https://i.scdn.co/image/ab67616d00001e023e7b34409c409998c2f8f9f0,https://open.spotify.com/album/0PwsxwPxsOcOfZQoLOVpgp
ビートルズ,https://i.scdn.co/image/ab67616d00001e0233b139ea459f9d93c7b8fb30,https://open.spotify.com/album/7C221PnWhYGv8Tc0xSbfdc
凛として時雨,https://i.scdn.co/image/ab67616d00001e02b92aea0e52afc84ca5a6c41b,https://open.spotify.com/album/5NxTmnfjzE2DpeUUWfsn0F
ゴング,https://i.scdn.co/image/ab67616d00001e02b5dd093d285ece808a61af56,https://open.spotify.com/album/67NH57XjUXzXmAxqZlEHNS
シエナ・ウインド・オーケストラ,https://i.scdn.co/image/ab67616d00001e02b84391ca2fb60460972ef05d,https://open.spotify.com/album/4awNHZzN3PEAiLUcdvZ4sI
クリエイション,,
LOUDNESS,https://i.scdn.co/image/ab67616d00001e025c01121b6fd10693610c0ecd,https://open.spotify.com/album/0gQXpZQN13jst5mm1RcWvs
ArmeriA,https://i.scdn.co/image/ab67616d00001e0247a2f251b474867ef990899c,https://open.spotify.com/album/3P6ZRJyIBhc9thcEE4N5s5
Kemuri,https://i.scdn.co/image/ab67616d00001e02df30527ef670472076ab4f29,https://open.spotify.com/album/19rPbI2GrSwlRtez635dsX
イエス,,
ミニストリー,https://i.scdn.co/image/ab67616d00001e029be5e8fc7000434be4f61c5c,https://open.spotify.com/album/2GV4nMhDaSu4BUshdfQUK5
クレイジーケンバンド,https://i.scdn.co/image/ab67616d00001e02fe0357fdc3bcf8ca714bf128,https://open.spotify.com/album/7ydz8Ia4jkNCR4UsT09g85
CASCADE,https://i.scdn.co/image/ab67616d00001e023471ba879fa40a01b9655142,https://open.spotify.com/album/2gjHWxRK4Xqohbw2tHZ717
爆風スランプ,https://i.scdn.co/image/ab67616d00001e025225348ce660686708a36f03,https://open.spotify.com/album/418nXSQoIo4JGhWP1AiwS2
ジェネシス,https://i.scdn.co/image/ab67616d00001e023c21170f4571818d67f7934e,https://open.spotify.com/album/2VMk6eFV1MafApI6Txke5H
世良公則&ツイスト,,
シン・リジィ,https://i.scdn.co/image/ab67616d00001e0208411ff4b58665fa900ad4ae,https://open.spotify.com/album/1QOnifQjxMv9cC633IkAXs
シャドウズ,https://i.scdn.co/image/ab67616d00001e024811e3e6dc6bad4c4a24ad23,https://open.spotify.com/album/5dQf9Hqmb9HbGO4s4ZX1mK
アルティ・エ・メスティエリ,,
サテリコン,,
RED DIAMOND DOGS,https://i.scdn.co/image/ab67616d00001e02e72e52a06ccfe11a343cd65f,https://open.spotify.com/album/04qRXQlLMRdn4HYwC2xpo8
ザ・ムーブ,,
セックス・ピストルズ,https://i.scdn.co/image/ab67616d00001e02cfebfc762f9033d00331c552,https://open.spotify.com/album/0PHgChtbkaJNgXztnCSbx9
ゲスの極み乙女。,https://i.scdn.co/image/ab67616d00001e0270024836f6c8c4221fc29005,https://open.spotify.com/album/2OxpSeGhVjDjzohqu1HKwU
Base Ball Bear,https://i.scdn.co/image/ab67616d00001e02d2764b7de74c87abf33c877c,https://open.spotify.com/album/4ORf1Z1gK6vjUBso8iwLfF
ANTHEM,https://i.scdn.co/image/ab67616d00001e02c8ba704075e6a76e335fc63a,https://open.spotify.com/album/4n4gxvWmj9v3DbiGgGebqa
SHAKALABBITS,https://i.scdn.co/image/ab67616d00001e024b35b823cf759c52eb58a8e8,https://open.spotify.com/album/6lg6owyxu002RxHew98Doy
ドリーム・シアター,https://i.scdn.co/image/ab67616d00001e0284df495cc5388ff20c20e153,https://open.spotify.com/album/5kCJEnrauoWbHJubC2AKJH
サンタナ,https://i.scdn.co/image/ab67616d00001e02b11ece5fa1e865bc04d85b80,https://open.spotify.com/album/4tFIdO99QBY3xXTgDekXTZ
シャ乱Q,,
ザ・ティアーズ,,
NATSUMEN,,
BUMP OF CHICKEN,https://i.scdn.co/image/ab67616d00001e025909da5a113b537bd6797437,https://open.spotify.com/album/58PvY956sX4Dw97C5Vcr4o
コブクロ,https://i.scdn.co/image/ab67616d00001e02f95af2ba903aab125d57287e,https://open.spotify.com/album/6dkWZBHcZam1D0tvv8R95y
TOKIO,https://i.scdn.co/image/ab67616d00001e02ed781ef8a10fdfeee3de8744,https://open.spotify.com/album/1sybH8m6mMfynnq0IJznIo
THE BACK HORN,https://i.scdn.co/image/ab67616d00001e02a516ee28dabe4c3289515e33,https://open.spotify.com/album/7yZouODY50zeShsVwq4wDB
サザンオールスターズ,,
甲斐バンド,https://i.scdn.co/image/ab67616d00001e02d83e2c10f1c4aa07923bebaf,https://open.spotify.com/album/7zY1Qtg2v8pDQh4kgHAbgM
パール兄弟,https://i.scdn.co/image/ab67616d00001e028734aac7b7a5ebc16d28c312,https://open.spotify.com/album/0JSk1p14yxYWu5pLXDHN9i
はっぴいえんど,,
TUBE,https://i.scdn.co/image/ab67616d00001e02f9cfdc45dc1adc6017f0e2d4,https://open.spotify.com/album/3NqB84iI7H4UgaOF6BhUIp
インソムニウム,,
モーターヘッド,,
ZONE,https://i.scdn.co/image/ab67616d00001e0209ec1fd6c9ddd63305ef6022,https://open.spotify.com/album/5qR5JgXjNj848PmMxNyVVn
ZARD,https://i.scdn.co/image/ab67616d00001e02eb00518f47bbf70d26fb5c3a,https://open.spotify.com/album/4DdJfB2sYy9S0CM9NNumWu
デッドエンド,,
有頂天,,
RAZZ MA TAZZ,https://i.scdn.co/image/ab67616d00001e02f9b2c9802136e06eeb72eeb6,https://open.spotify.com/album/5yOMWZCWbnvRvsQdzcxoMi
ザ・ジャガーズ,,
THE MAD CAPSULE MARKETS,https://i.scdn.co/image/ab67616d00001e02209319cfca9b3f54318f7414,https://open.spotify.com/album/1tKHtoxt3oLrWldZ2P8AGe
ORIGINAL LOVE,https://i.scdn.co/image/ab67616d00001e02ce85442c5c4966298e58b98e,https://open.spotify.com/album/0OfqPFNDoEklkwcpE0poOQ
インビシブルマンズデスベッド,,
44MAGNUM,https://i.scdn.co/image/ab67616d00001e02b3e16cbc76dc5d03f8245806,https://open.spotify.com/album/5ztIr9y77ObgRbAS2o6PGO
rumania montevideo,,
矢沢永吉,https://i.scdn.co/image/ab67616d00001e022dfa5cac1a36f326831c751d,https://open.spotify.com/album/3zm7A7DGyIJnwz7f4uTlhi
SADS,https://i.scdn.co/image/ab67616d00001e022c82a787eaae30c4e4f57abd,https://open.spotify.com/album/2JKB6b36HtEOqV7fU3gUV2
GOING STEADY,https://i.scdn.co/image/ab67616d00001e0264548cebc12dfb26d5704379,https://open.spotify.com/album/48SXTUrfrvgKVPoVQjeur0
スキマスイッチ,https://i.scdn.co/image/ab67616d00001e021606cab8524ff3bcd8eca9ca,https://open.spotify.com/album/40dcCDUEw7blRejxhrXye8
赤い鳥,,
ネイティブ・サン,,
SORAMIMI,https://i.scdn.co/image/ab67616d00001e02555b5f50421402cfeadfcf78,https://open.spotify.com/album/3ntXf5TvOrejhkX0eILgdT
ザ・JBズ,,
ベンチャーズ,,
ヴェルヴェット・アンダーグラウンド,,
フィッシュマンズ,https://i.scdn.co/image/ab67616d00001e02e6ce0925bcc2ea5d37a8710c,https://open.spotify.com/album/6ajIeazRPXJtthT03jg8G7
DNA,https://i.scdn.co/image/ab67616d00001e02d87668810cd3f6d77285c9ca,https://open.spotify.com/album/7dC869HdAWI9T2jmNy7zqO
くるり,https://i.scdn.co/image/ab67616d00001e023cdfdc9c96ca429cf00f9ec6,https://open.spotify.com/album/5kcsPKPKuOrqmSG7oossk0
パスピエ,,
BUCK-TICK,https://i.scdn.co/image/ab67616d00001e0227bb3fa8b64889ef87507abf,https://open.spotify.com/album/1mTTX0BDszrEBqYCDWofH8
KEYTALK,https://i.scdn.co/image/ab67616d00001e022e02240b36bc9dc88d671b7b,https://open.spotify.com/album/0NFdMpX5RyLnhkvr9e71OG
カン,,
チルドレン・オブ・ボドム,https://i.scdn.co/image/ab67616d00001e02c749bb1f3d8646c243d9a8a6,https://open.spotify.com/album/2mDEA2rNWAA85FgoWcJHGA
ディヴァインファイア,,
Cymbals,https://i.scdn.co/image/ab67616d00001e029d6ce98003fced793634eca7,https://open.spotify.com/album/4YxabQyctz38mndzfVbkOW
カーネーション,https://i.scdn.co/image/ab67616d00001e020eba3dd8da41fb95dc652d8a,https://open.spotify.com/album/485DJq4F0YVnHx0My8FZEP
RADWIMPS,https://i.scdn.co/image/ab67616d00001e02bfc76fbf58c8ef0d2267aeed,https://open.spotify.com/album/1zw13BheGzuWgbm5CY4dJp
FEEL SO BAD,,
シュノーケル,,
FENCE OF DEFENSE,https://i.scdn.co/image/ab67616d00001e0207d1a00e23a5225a7d8c0fad,https://open.spotify.com/album/6OTMeKdhF54BU84kKJhp5n
Mrs. GREEN APPLE,https://i.scdn.co/image/ab67616d00001e02d482c602732da71e7cdf04c3,https://open.spotify.com/album/3j7aiYai9ezbvxVCgrd2mb
メイヘム,https://i.scdn.co/image/ab67616d00001e028c94100fde1cf5ae89b15d2d,https://open.spotify.com/album/6a3Myddngd2f4YJl3OmMnQ
エンシフェルム,https://i.scdn.co/image/ab67616d00001e02c258e50c3534bc5f28ae55d3,https://open.spotify.com/album/2oGUxEwQvgv5RPmSAqVLGk
シド,https://i.scdn.co/image/ab67616d00001e02e81cc9cce231c0b77acbe595,https://open.spotify.com/album/1HOBqYKfa8af6ahCWoHLS1
ZI:KILL,,
175R,https://i.scdn.co/image/ab67616d00001e02094114e0dc7ba007110888d9,https://open.spotify.com/album/6pmrSKNlVCLwIbG8Mi7E4A
X JAPAN,https://i.scdn.co/image/ab67616d00001e026b09696d91a97fccaab380ed,https://open.spotify.com/album/0sCFFe9OC2kmJqkaflTQTN
ルインズ,,
TRICERATOPS,https://i.scdn.co/image/ab67616d00001e02e305efbe0cf445b22e150d02,https://open.spotify.com/album/31ds7fUScu4C3HDwsoOMDM
モダンチョキチョキズ,,
メタリカ,https://i.scdn.co/image/ab67616d00001e02cf2420c5c82d351496e8fd9e,https://open.spotify.com/album/6UwjRSX9RQyNgJ3LwYhr9i
ザ・バンド,https://i.scdn.co/image/ab67616d00001e025e9f4137cac3e875283d823e,https://open.spotify.com/album/4ALKmHXu1mRXktfcPLUGbp
イエロージャケッツ,,
スティーリー・ダン,https://i.scdn.co/image/ab67616d00001e020f3074e536531831ce766a11,https://open.spotify.com/album/2G2BFJkxBFtrbP83LmCtpb
リトル・フィート,,
Scandal,https://i.scdn.co/image/ab67616d00001e022a4fbbf1c840574b738a2f09,https://open.spotify.com/album/0wI2QMhhTC96nq0q2XrFtM
C-C-B,https://i.scdn.co/image/ab67616d00001e02749fd368e6009f9c27b7ee29,https://open.spotify.com/album/4j7FxcZtRrUjgGjXnJtrpX
ナイトメア,https://i.scdn.co/image/ab67616d00001e02e0f57c9347b5e9018fcf0879,https://open.spotify.com/album/769U5wLg69SY40kHlbtH4C
ザ・ストーン・ローゼズ,https://i.scdn.co/image/ab67616d00001e02f166d26426702aae822d0080,https://open.spotify.com/album/3DE7aixVSE6DZ6ALYIztT0
トウェニーー・ナイン　,,
La'cryma Christi,,
クイーン,https://i.scdn.co/image/ab67616d00001e0290a7483dce8b54a9557adfad,https://open.spotify.com/album/4wYe26p1N110qVsKVlb0rL
フェイム・スタジオ,,
エヴァネッセンス,https://i.scdn.co/image/ab67616d00001e0282b7dfc9f63df418fdf5ef26,https://open.spotify.com/album/4E9a01qX16n2B4TqSTL4Ed
ソフト・マシーン,,
ストラトヴァリウス,https://i.scdn.co/image/ab67616d00001e02c53d6c085439786bc49df596,https://open.spotify.com/album/6uuxmCBuVyARebEWw4Fr34
タワー・オブ・パワー,https://i.scdn.co/image/ab67616d00001e0253e2a78eef5eb3f2b15046c9,https://open.spotify.com/album/4TLPiW46KqXQ1ILO41fWKt
藍坊主,https://i.scdn.co/image/ab67616d00001e02ab37ab364639c351baa132ca,https://open.spotify.com/album/1Bwyx57PK5sM9vhHTNGHGi
HEMIS,https://i.scdn.co/image/ab67616d00001e022881cbecd86b6aa067060bb1,https://open.spotify.com/album/5nP9vYCBCI6fGHfEcDcpJn
back number,https://i.scdn.co/image/ab67616d00001e0224c15c63978e07e0373d081c,https://open.spotify.com/album/27rcU97O2uIbnfOFgZmMvo
ずっと真夜中でいいのに。,https://i.scdn.co/image/ab67616d00001e02f5c5c21c1bd67ae9fc86064c,https://open.spotify.com/album/1mtciArMoiLPqOdflY5dWQ
ザ・ゴールデン・カップス,https://i.scdn.co/image/ab67616d00001e025afa9d5226c64c5997352ebe,https://open.spotify.com/album/2Eqlj24dqUJ0VfWdUi0Orj
ZAZENBOYS,,
スガシカオ,https://i.scdn.co/image/ab67616d00001e025d2a3d16686e8a8549017198,https://open.spotify.com/album/5RdIpZVqtZq1PgFgzflemY
スタックス,,
ハンマーフォール,https://i.scdn.co/image/ab67616d00001e022136bc1613881b93da81107e,https://open.spotify.com/album/1XkIfWIclvkWkHjjrRJSkM
ロキシー・ミュージック,https://i.scdn.co/image/ab67616d00001e02f5809fe83ff034fceb95ed8b,https://open.spotify.com/album/754odrj4YJ5uQuUm459u4G
グリーンスレイド,,
JUDY AND MARY,https://i.scdn.co/image/ab67616d00001e02aea8d46beb3c0617ea919f0a,https://open.spotify.com/album/2Yc27wLPsSSe2SnZ1fZZYp
JUDE,https://i.scdn.co/image/ab67616d00001e02214afd8929094a4c6666ad29,https://open.spotify.com/album/2KNwG1TImDOCpS80hWrVEl
森下玲可,,
オールウェイズ,,
グッドラックヘイワ,https://i.scdn.co/image/ab67616d00001e022d6d84fe6b73e5bbea316634,https://open.spotify.com/album/7nv3Vhh4rxdjDDH4inBs2w
中村佳穂,,
YUI,https://i.scdn.co/image/ab67616d00001e020ac9279e86ad69075ce145ae,https://open.spotify.com/album/7oFXZn1oIDp42NzsQBYt3I
BROADWAY,https://i.scdn.co/image/ab67616d00001e023ce87d660a49f7bc5f855dfc,https://open.spotify.com/album/0Rez9DdIW4HGnt4fQ6L0CV
ピカデリー・サーカス,,
スティング,https://i.scdn.co/image/ab67616d00001e026604e77039c16ed64513a8f4,https://open.spotify.com/album/5EG7zLDM8bFjyvddqYMrqJ
DEEN,https://i.scdn.co/image/ab67616d00001e022d7f22cd3440f384f42bf470,https://open.spotify.com/album/0n8geW8QxzzcJdBDRnQMGB
パラダイス・ロスト,https://i.scdn.co/image/ab67616d00001e028def098302b73eed1044c7fa,https://open.spotify.com/album/2Usbb1Ao4tpzDY0IbIQHqB
ジェファーソン・スターシップ,https://i.scdn.co/image/ab67616d00001e020b61728b62f457a48cde4418,https://open.spotify.com/album/4j1UsZs79r2vKITURnVuQR
渡辺美里,https://i.scdn.co/image/ab67616d00001e028e53e8f448eb2d2e12b2b4a2,https://open.spotify.com/album/7Kg8ANAbKzFUicUIvCHQLg
PYG,https://i.scdn.co/image/ab67616d00001e022a4a54bce407fa8d92e8730c,https://open.spotify.com/album/0olnhA8XVABVYTbC4XM78b
SELKIE,https://i.scdn.co/image/ab67616d00001e02d4c9cbd64dda95b3496fd3c7,https://open.spotify.com/album/61GxM516CqQqqI9wzJt1dF
A.B.C,https://i.scdn.co/image/ab67616d00001e02c1c3555b90d7801a492df1a3,https://open.spotify.com/album/5OTNq5B2Ngore5oeC7bomt
DON'T LOOK BACK,https://i.scdn.co/image/ab67616d00001e022028e114b2b4cb0b5d0a5969,https://open.spotify.com/album/41lOs7dy3e4AIfqOUITtiW
スペクトラム,https://i.scdn.co/image/ab67616d00001e025323abe5e1042c00bc3349bf,https://open.spotify.com/album/53uCiVW6BYNSfDLWkSdDsf
ポルノグラフィティ,https://i.scdn.co/image/ab67616d00001e02da01137bf3a1e0fb7c250090,https://open.spotify.com/album/4nbC4GngIsmsmjZ3BNNBEl
エイジア,https://i.scdn.co/image/ab67616d00001e0220f2dba7384f9afe56091cda,https://open.spotify.com/album/3R3To9IRiIr6FVj01Td3Xy
スワロー・ザ・サン,https://i.scdn.co/image/ab67616d00001e02d69ecf219930aa39a1703f68,https://open.spotify.com/album/5RuHZCFV4cYtFIrj4NIXek
KELUN,https://i.scdn.co/image/ab67616d00001e02d9239752d0a35b577ba887ba,https://open.spotify.com/album/6jCTpdGuYpqyYlhn9iTUHm
ムーンライダーズ,,
The 3peace,,
ももいろクローバーZ,https://i.scdn.co/image/ab67616d00001e02e3a4dd12902c1beb83d2be83,https://open.spotify.com/album/7qDvK6g3oQlh8UYo9Xc25g
VANILLA,https://i.scdn.co/image/ab67616d00001e02972b6e80ccca6826a23df35c,https://open.spotify.com/album/0WTAuyn1OXLS7CPdajt99f
星野源,https://i.scdn.co/image/ab67616d00001e0207831685d7f988332899529a,https://open.spotify.com/album/2GP1RmB0LvvuXOwOmrtG86
CRAZE,https://i.scdn.co/image/ab67616d00001e02684d444fa0044b5d84e88fb4,https://open.spotify.com/album/1benkhgmNrNQuKIrPmJ3xg
KCB,https://i.scdn.co/image/ab67616d00001e024be646aa2f42530e7f3fcd13,https://open.spotify.com/album/0SRwM514uhwkbdQVIDQubG
Far East Club Band,,
thee michelle gun elephant,https://i.scdn.co/image/ab67616d00001e02c1c278fe9e8739e446ea841b,https://open.spotify.com/album/2nSebK94JrTWudMtkvoS6S
AIR,https://i.scdn.co/image/ab67616d00001e02401fc5c26a2d4ef2574141cc,https://open.spotify.com/album/2UNi3CspnTNqTkLRCxd4Yv
JB's,,
三枝夕夏 IN db,https://i.scdn.co/image/ab67616d00001e02f8ce442c77ae144251fde541,https://open.spotify.com/album/0whE1NCtI1358JYn0TNtQn
ゴドレイ&クレーム,https://i.scdn.co/image/ab67616d00001e02dde846988ac7c7917df73491,https://open.spotify.com/album/4hKYJ3tPIr8Ab92hnRyACb
PE'Z,https://i.scdn.co/image/ab67616d00001e02f1f3927eaa964de91ce432a7,https://open.spotify.com/album/5FtynKyrY8JBixFgwUpXhJ
はやぶさジョーンズ,,
POTSHOT,https://i.scdn.co/image/ab67616d00001e028a123d107364f247b1225dde,https://open.spotify.com/album/0QYpfMbRVZAMCuIbqPkou0
ディオ,https://i.scdn.co/image/ab67616d00001e022a565bf1e827f6e65c96bbfb,https://open.spotify.com/album/6tXAizr8Jira8h88pHpDEc
ZIGZO,https://i.scdn.co/image/ab67616d00001e02cc8674908c7abe5a0e0b384f,https://open.spotify.com/album/4gNirpuhI9WAl5k30rbjNQ
ART-SCHOOL,https://i.scdn.co/image/ab67616d00001e0259d362e09438337d52259f52,https://open.spotify.com/album/2Zjoq94O4pZZW1cpNxGl6V
The BONEZ,https://i.scdn.co/image/ab67616d00001e02985791cca8c272e5a364f78c,https://open.spotify.com/album/660LlaSFIjdfpzi7pwBjs1
the pillows,https://i.scdn.co/image/ab67616d00001e0211ab3641cf2de66d590181f1,https://open.spotify.com/album/0FIBlUrfFwXPw5DkYIlSxw
阿部真央,https://i.scdn.co/image/ab67616d00001e0226c4d5e34a84ace0b6f435bc,https://open.spotify.com/album/0LNyZXjOlnF0ZSzUxN9pF6
オアシス,https://i.scdn.co/image/ab67616d00001e029ce08b49716a8e36f7baf5d4,https://open.spotify.com/album/2jAVKPE49R8HwPPbY1vdSs
ゆらゆら帝国,,
Draft King,https://i.scdn.co/image/ab67616d00001e0211e99e030fc0d15b3504f99b,https://open.spotify.com/album/3a8VeBmrbw5lXWzm5uUg5v
吉田拓郎,https://i.scdn.co/image/ab67616d00001e026b62f7aefba0f728deb1c5b3,https://open.spotify.com/album/3mR3dtqog5trb5QYVpjWxu
ドンキーカルテット,,
BULL ZEICHEN 88,https://i.scdn.co/image/ab67616d00001e0251235156761b5b6ba989b167,https://open.spotify.com/album/5wg0ZLhUWZSmpYnlz8xdjQ
ザ・シー・アンド・ケイク,,
ジンサク,,
ロブ・ゾンビ,https://i.scdn.co/image/ab67616d00001e02928108f62467c9eedea6e1bb,https://open.spotify.com/album/1IaJD3LbEBdVMBSS8UH07e
la la larks,https://i.scdn.co/image/ab67616d00001e027dc343ffa394535134b6d492,https://open.spotify.com/album/1mzOfpQUVO5mAKEuhWHbfQ
ソイルワーク他,,
イエロー・マジック・オーケストラ,https://i.scdn.co/image/ab67616d00001e029f3bf5f6fd3267eb0f8e2619,https://open.spotify.com/album/2kztjwp2mUE6Ak9EDHMxUr
Angelo,,
大野克夫バンド,,
甲斐よしひろ,https://i.scdn.co/image/ab67616d00001e02e3271091ebaeb4a78eb6e255,https://open.spotify.com/album/21pEqsMtkHrYbKiuV9hS4R
宮本浩次,,
ザイクロン,,
ブラッドバス,,
CO-CóLO,,
鶴ヶ屋,,
平井堅,https://i.scdn.co/image/ab67616d00001e022643825ef9ba59e2118472c4,https://open.spotify.com/album/7JAM66YWBWKjYiqDU4oczq
グリップ・インク,,
ホワイトスネイク,https://i.scdn.co/image/ab67616d00001e021845792718268652545ec07a,https://open.spotify.com/album/0JiUAkdecvLfciiX3D9JjV
RittZ,https://i.scdn.co/image/ab67616d00001e023b2a050da137de14c852ee1e,https://open.spotify.com/album/7EEM0swlBM3CKsoMJv728i
Ark Storm,,
VOLA&THE ORIENTAL MACHINE,,
NICKEY & THE WARRIORS,https://i.scdn.co/image/ab67616d00001e0275c110de85e72730dc07cd6f,https://open.spotify.com/album/6R9lzkbDtOojUaYmxEDmca
THE PREDATORS,https://i.scdn.co/image/ab67616d00001e02b26c358ee6c90ad3177f90d5,https://open.spotify.com/album/23fFTN4z4qtupXQGaytT16
シャクシャイン,,
13CATS,,
STRAY PIG VANGUARD,,
センチメンタル・シティ・ロマンス,https://i.scdn.co/image/ab67616d00001e026aa8e3bd6f6997144d5c2564,https://open.spotify.com/album/1LS0kgWpf45VoASi2hMjnY
Lisa,https://i.scdn.co/image/ab67616d00001e02803634ff90c3467ed8595b4e,https://open.spotify.com/album/6wfyHXVMQqmEP1c7hA9snr
Synchronized DNA,,
阿川泰子,https://i.scdn.co/image/ab67616d00001e0290bcfaed9d8f3bf794b83fe4,https://open.spotify.com/album/52qmq0XilSmOHfTBOcFaaS
本多俊之ラジオクラブ,,
テロライザー,,
萩原健一アンドレマルローバンド,,
レイジー,https://i.scdn.co/image/ab67616d00001e0243c0659c24df983ba3eeef7f,https://open.spotify.com/album/3KIqTY2slcZLrWErQ6Rli4
JAM Project,https://i.scdn.co/image/ab67616d00001e026d74d5c674f5a5a2dc742204,https://open.spotify.com/album/5tvpTZsLJoTCxw57vPIsAn
ハットフィールド・アンド・ザ・ノース,,
SFN,https://i.scdn.co/image/ab67616d00001e02643c5b497b2a66cd31a5657f,https://open.spotify.com/album/6AXhtOMy83JKOBU8l8h6KX
X.Y.Z.→A,https://i.scdn.co/image/ab67616d00001e028c22e7803f17300690cae442,https://open.spotify.com/album/3xbFePZKCPcRuQAYPUwzbK
ブランドX,https://i.scdn.co/image/ab67616d00001e02ab735ebcc9dbff53311a9897,https://open.spotify.com/album/30TXeBKIihOwhnzttTA4CX
1349,https://i.scdn.co/image/ab67616d00001e02ad7f2a15808e0d04a4884faf,https://open.spotify.com/album/5Q91ERCu0wowzGbZpomJML
エレクトリック・ライト・オーケストラ,https://i.scdn.co/image/ab67616d00001e026812c5d2d11e1ba51170a22b,https://open.spotify.com/album/6U9L0ZDsCgNFTW7H7NPizN
マイクロコズム,,
BEAT CRUSADERS,https://i.scdn.co/image/ab67616d00001e02f895da333a028221a7f790a0,https://open.spotify.com/album/0eePtOf3UmWe74TMXv74nw
つるの剛士,,
KUWATA BAND,https://i.scdn.co/image/ab67616d00001e0252ff1afcf2647ae9ed941b16,https://open.spotify.com/album/1yNhDFuxUDsdBoF6qfRIRt
アイナジエンド,,
筋肉少女帯,,
FIRST IMPRESSION,,
hide with Spread Beaver,https://i.scdn.co/image/ab67616d00001e02fb8b3ff4015de7b10ed94464,https://open.spotify.com/album/3F1eAeJJooeny5QUXDCvCD
斉藤和義,https://i.scdn.co/image/ab67616d00001e02a26168dae08be619520ac75f,https://open.spotify.com/album/2t792A3o67c097rgS9BdCp
ベッキー♪♯,https://i.scdn.co/image/ab67616d00001e027942f781c1d6d7c0ae5f5886,https://open.spotify.com/album/6z5MXIujzpBAb5nOet47vU
銀杏BOYZ,https://i.scdn.co/image/ab67616d00001e02c1023e5b8c8db3021d7ba8a3,https://open.spotify.com/album/02oMXyO7O6Xz0yJ3VwOXkX
アンジェラアキ,https://i.scdn.co/image/ab67616d00001e02e3449e43f77f18b957966edc,https://open.spotify.com/album/0KwCx1tMvc5k2bKDW4VSo7
JAZZ MASTER,,
INSPION,https://i.scdn.co/image/ab67616d00001e022270aaf67dc1bd71bacee9f8,https://open.spotify.com/album/0P9NDUuT9QNYttCXgMqjmJ
サド・ジョーンズ・メル・ルイス楽団,,
福山雅治,https://i.scdn.co/image/ab67616d00001e02a7521de33a43dd7897c8b284,https://open.spotify.com/album/7BZxOsz7dWX1Ks1jSEHDkC
アークチュラス,,
ワルタリ,,
DIE IN CRIES,,
V2,https://i.scdn.co/image/ab67616d00001e020e27d71be801bd59056f771f,https://open.spotify.com/album/1DZJatWvFYw19mljVAbH8i
ROVO,https://i.scdn.co/image/ab67616d00001e0287a36b202c16ffe2cc3fcd51,https://open.spotify.com/album/65NiyDKursJXVlAlGIkh1V
RX,,
マシーナ,,
マッチング・モール,,
ソリューション .45,,
